Assessment Name,Relative_URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length,description,languages,job levels
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 20,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.","Arabic, Portuguese (Brazil), French (Canada), Chinese Simplified, Czech, Dutch, Finnish, French, German, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Norwegian, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Turkish, English (USA), Latin American Spanish, Polish, Serbian, Chinese Traditional, Danish, Thai, Greek,","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,available,unavailable,Ability & Aptitude,Approximate Completion Time in minutes = 5,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.","Latin American Spanish, English (USA), English International, French, German, Italian, Dutch, Chinese Simplified,","Entry-Level,"
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 15 minutes,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.","English (USA), English International,","General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager,"
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,available,unavailable,Ability & Aptitude,Approximate Completion Time in minutes = 10,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,"Greek, Arabic, Chinese Simplified, German, French, Italian, Dutch, English International, English (USA), Latin American Spanish,","Entry-Level,"
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,available,unavailable,Ability & Aptitude,,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",Not found,Not found
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,available,unavailable,Ability & Aptitude,,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",Not found,Not found
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,available,unavailable,Ability & Aptitude,,Verify Interactive Ability Report,Not found,Not found
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,available,unavailable,Ability & Aptitude,,Verify Interactive G+ Candidate Report,Not found,Not found
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,available,unavailable,Ability & Aptitude,,Report for Verify Interactive G+,Not found,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,available,unavailable,Ability & Aptitude,Approximate Completion Time in minutes = 18,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.","English (USA),","Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,available,unavailable,Personality & Behavior,Approximate Completion Time in minutes = N/A,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/Language Availabilityfor the candidate and assessor simulation interface is shown in the list below.Language Availabilityfor the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.","English (USA), English International, Italian, German, Portuguese, Spanish, Latin American Spanish, French, French (Canada), Dutch, Japanese, Indonesian, Greek, Romanian, Chinese Simplified, Arabic,","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
